Using workers=8 (SLURM_CPUS_PER_TASK=18)
Total granules found: 840
Submitting 840 granules to the pool...
[676/840] [670] HLS.L30.T10TDM.2021213T190305.v2.0: wrote 8 files
[677/840] [678] HLS.S30.T10TFL.2021214T184919.v2.0: wrote 8 files
[678/840] [679] HLS.S30.T10TEL.2021214T184919.v2.0: wrote 8 files
[679/840] [675] HLS.S30.T10TEM.2021214T184919.v2.0: wrote 8 files
[680/840] [674] HLS.S30.T10TFM.2021214T184919.v2.0: wrote 8 files
[681/840] [682] HLS.L30.T10TFL.2021215T185108.v2.0: wrote 8 files
[682/840] [684] HLS.L30.T10TDL.2021215T185108.v2.0: wrote 8 files
[683/840] [685] HLS.L30.T10TEL.2021215T185108.v2.0: wrote 8 files
[684/840] [688] HLS.S30.T10TDL.2021215T190921.v2.0: wrote 8 files
[685/840] [689] HLS.S30.T10TCL.2021215T190921.v2.0: wrote 8 files
[686/840] [680] HLS.L30.T10TFM.2021215T185044.v2.0: wrote 8 files
[687/840] [687] HLS.S30.T10TCM.2021215T190921.v2.0: wrote 8 files
[688/840] [690] HLS.L30.T11TKF.2021217T183847.v2.0: wrote 8 files
[689/840] [683] HLS.L30.T10TDM.2021215T185108.v2.0: wrote 8 files
[690/840] [681] HLS.L30.T10TEM.2021215T185044.v2.0: wrote 8 files
[691/840] [691] HLS.L30.T10TGL.2021217T183847.v2.0: wrote 8 files
[692/840] [686] HLS.S30.T10TDM.2021215T190921.v2.0: wrote 8 files
[693/840] [693] HLS.L30.T10TGM.2021217T183847.v2.0: wrote 8 files
[694/840] [697] HLS.S30.T10TCM.2021217T185919.v2.0: wrote 8 files
[695/840] [692] HLS.L30.T11TKG.2021217T183847.v2.0: wrote 8 files
[696/840] [698] HLS.S30.T10TFL.2021217T185919.v2.0: wrote 8 files
[697/840] [699] HLS.S30.T10TEL.2021217T185919.v2.0: wrote 8 files
[698/840] [701] HLS.S30.T10TCL.2021217T185919.v2.0: wrote 8 files
[699/840] [694] HLS.S30.T10TFM.2021217T185919.v2.0: wrote 8 files
[700/840] [700] HLS.S30.T10TDL.2021217T185919.v2.0: wrote 8 files
[701/840] [695] HLS.S30.T10TEM.2021217T185919.v2.0: wrote 8 files
[702/840] [696] HLS.S30.T10TDM.2021217T185919.v2.0: wrote 8 files
[703/840] [702] HLS.S30.T10TGM.2021219T184921.v2.0: wrote 8 files
[704/840] [706] HLS.S30.T11TKF.2021219T184921.v2.0: wrote 8 files
[705/840] [703] HLS.S30.T11TKG.2021219T184921.v2.0: wrote 8 files
[706/840] [707] HLS.S30.T10TGL.2021219T184921.v2.0: wrote 8 files
[707/840] [708] HLS.S30.T10TFL.2021219T184921.v2.0: wrote 8 files
[708/840] [709] HLS.S30.T10TEL.2021219T184921.v2.0: wrote 8 files
[709/840] [713] HLS.S30.T10TCL.2021220T190919.v2.0: wrote 8 files
[710/840] [711] HLS.S30.T10TCM.2021220T190919.v2.0: wrote 8 files
[711/840] [712] HLS.S30.T10TDL.2021220T190919.v2.0: wrote 8 files
[712/840] [705] HLS.S30.T10TEM.2021219T184921.v2.0: wrote 8 files
[713/840] [704] HLS.S30.T10TFM.2021219T184921.v2.0: wrote 8 files
[714/840] [716] HLS.L30.T10TEL.2021222T185721.v2.0: wrote 8 files
[715/840] [718] HLS.L30.T10TCL.2021222T185721.v2.0: wrote 8 files
[716/840] [717] HLS.L30.T10TCM.2021222T185721.v2.0: wrote 8 files
[717/840] [719] HLS.L30.T10TDL.2021222T185721.v2.0: wrote 8 files
[718/840] [710] HLS.S30.T10TDM.2021220T190919.v2.0: wrote 8 files
[719/840] [714] HLS.L30.T10TEM.2021222T185658.v2.0: wrote 8 files
[720/840] [723] HLS.S30.T10TCM.2021222T185921.v2.0: wrote 8 files
[721/840] [715] HLS.L30.T10TDM.2021222T185658.v2.0: wrote 8 files
[722/840] [724] HLS.S30.T10TFL.2021222T185921.v2.0: wrote 8 files
[723/840] [725] HLS.S30.T10TEL.2021222T185921.v2.0: wrote 8 files
[724/840] [727] HLS.S30.T10TCL.2021222T185921.v2.0: wrote 8 files
[725/840] [726] HLS.S30.T10TDL.2021222T185921.v2.0: wrote 8 files
[726/840] [720] HLS.S30.T10TFM.2021222T185921.v2.0: wrote 8 files
[727/840] [730] HLS.L30.T10TGL.2021224T184501.v2.0: wrote 8 files
[728/840] [721] HLS.S30.T10TEM.2021222T185921.v2.0: wrote 8 files
[729/840] [722] HLS.S30.T10TDM.2021222T185921.v2.0: wrote 8 files
[730/840] [732] HLS.L30.T11TKF.2021224T184501.v2.0: wrote 8 files
[731/840] [729] HLS.L30.T10TGM.2021224T184437.v2.0: wrote 8 files
[732/840] [728] HLS.L30.T11TKG.2021224T184437.v2.0: wrote 8 files
[733/840] [733] HLS.L30.T10TEL.2021224T184501.v2.0: wrote 8 files
[734/840] [735] HLS.L30.T10TFL.2021224T184501.v2.0: wrote 8 files
[735/840] [740] HLS.S30.T11TKF.2021224T184919.v2.0: wrote 8 files
[736/840] [741] HLS.S30.T10TGL.2021224T184919.v2.0: wrote 8 files
[737/840] [736] HLS.S30.T10TGM.2021224T184919.v2.0: wrote 8 files
[738/840] [731] HLS.L30.T10TFM.2021224T184501.v2.0: wrote 8 files
[739/840] [737] HLS.S30.T11TKG.2021224T184919.v2.0: wrote 8 files
[740/840] [734] HLS.L30.T10TEM.2021224T184501.v2.0: wrote 8 files
[741/840] [742] HLS.S30.T10TFL.2021224T184919.v2.0: wrote 8 files
[742/840] [743] HLS.S30.T10TEL.2021224T184919.v2.0: wrote 8 files
[743/840] [747] HLS.S30.T10TCL.2021225T190921.v2.0: wrote 8 files
[744/840] [745] HLS.S30.T10TCM.2021225T190921.v2.0: wrote 8 files
[745/840] [739] HLS.S30.T10TEM.2021224T184919.v2.0: wrote 8 files
[746/840] [738] HLS.S30.T10TFM.2021224T184919.v2.0: wrote 8 files
[747/840] [746] HLS.S30.T10TDL.2021225T190921.v2.0: wrote 8 files
[748/840] [751] HLS.S30.T10TCM.2021227T185919.v2.0: wrote 8 files
[749/840] [744] HLS.S30.T10TDM.2021225T190921.v2.0: wrote 8 files
[750/840] [752] HLS.S30.T10TFL.2021227T185919.v2.0: wrote 8 files
[751/840] [754] HLS.S30.T10TDL.2021227T185919.v2.0: wrote 8 files
[752/840] [753] HLS.S30.T10TEL.2021227T185919.v2.0: wrote 8 files
[753/840] [755] HLS.S30.T10TCL.2021227T185919.v2.0: wrote 8 files
[754/840] [748] HLS.S30.T10TFM.2021227T185919.v2.0: wrote 8 files
[755/840] [760] HLS.S30.T11TKF.2021229T184921.v2.0: wrote 8 files
[756/840] [749] HLS.S30.T10TEM.2021227T185919.v2.0: wrote 8 files
[757/840] [750] HLS.S30.T10TDM.2021227T185919.v2.0: wrote 8 files
[758/840] [756] HLS.S30.T10TGM.2021229T184921.v2.0: wrote 8 files
[759/840] [757] HLS.S30.T11TKG.2021229T184921.v2.0: wrote 8 files
[760/840] [761] HLS.S30.T10TGL.2021229T184921.v2.0: wrote 8 files
[761/840] [762] HLS.S30.T10TFL.2021229T184921.v2.0: wrote 8 files
[762/840] [764] HLS.L30.T10TCM.2021229T190311.v2.0: wrote 8 files
[763/840] [765] HLS.S30.T10TEL.2021229T184921.v2.0: wrote 8 files
[764/840] [759] HLS.S30.T10TEM.2021229T184921.v2.0: wrote 8 files
[765/840] [758] HLS.S30.T10TFM.2021229T184921.v2.0: wrote 8 files
[766/840] [769] HLS.S30.T10TCL.2021230T190919.v2.0: wrote 8 files
[767/840] [767] HLS.S30.T10TCM.2021230T190919.v2.0: wrote 8 files
[768/840] [768] HLS.S30.T10TDL.2021230T190919.v2.0: wrote 8 files
[769/840] [763] HLS.L30.T10TDM.2021229T190311.v2.0: wrote 8 files
[770/840] [772] HLS.L30.T10TEL.2021231T185113.v2.0: wrote 8 files
[771/840] [773] HLS.L30.T10TFL.2021231T185113.v2.0: wrote 8 files
[772/840] [775] HLS.L30.T10TDL.2021231T185113.v2.0: wrote 8 files
[773/840] [766] HLS.S30.T10TDM.2021230T190919.v2.0: wrote 8 files
[774/840] [770] HLS.L30.T10TFM.2021231T185050.v2.0: wrote 8 files
[775/840] [779] HLS.S30.T10TCM.2021232T185921.v2.0: wrote 8 files
[776/840] [771] HLS.L30.T10TEM.2021231T185050.v2.0: wrote 8 files
[777/840] [780] HLS.S30.T10TFL.2021232T185921.v2.0: wrote 8 files
[778/840] [774] HLS.L30.T10TDM.2021231T185113.v2.0: wrote 8 files
[779/840] [776] HLS.S30.T10TFM.2021232T185921.v2.0: wrote 8 files
[780/840] [781] HLS.S30.T10TEL.2021232T185921.v2.0: wrote 8 files
[781/840] [783] HLS.S30.T10TCL.2021232T185921.v2.0: wrote 8 files
[782/840] [782] HLS.S30.T10TDL.2021232T185921.v2.0: wrote 8 files
[783/840] [777] HLS.S30.T10TEM.2021232T185921.v2.0: wrote 8 files
[784/840] [786] HLS.L30.T10TGL.2021233T183852.v2.0: wrote 8 files
[785/840] [778] HLS.S30.T10TDM.2021232T185921.v2.0: wrote 8 files
[786/840] [787] HLS.L30.T11TKF.2021233T183852.v2.0: wrote 8 files
[787/840] [785] HLS.L30.T10TGM.2021233T183852.v2.0: wrote 8 files
[788/840] [784] HLS.L30.T11TKG.2021233T183852.v2.0: wrote 8 files
[789/840] [792] HLS.S30.T11TKF.2021234T184919.v2.0: wrote 8 files
[790/840] [793] HLS.S30.T10TGL.2021234T184919.v2.0: wrote 8 files
[791/840] [788] HLS.S30.T10TGM.2021234T184919.v2.0: wrote 8 files
[792/840] [794] HLS.S30.T10TFL.2021234T184919.v2.0: wrote 8 files
[793/840] [795] HLS.S30.T10TEL.2021234T184919.v2.0: wrote 8 files
[794/840] [789] HLS.S30.T11TKG.2021234T184919.v2.0: wrote 8 files
[795/840] [798] HLS.S30.T10TCL.2021235T190921.v2.0: wrote 8 files
[796/840] [797] HLS.S30.T10TDL.2021235T190921.v2.0: wrote 8 files
[797/840] [791] HLS.S30.T10TEM.2021234T184919.v2.0: wrote 8 files
[798/840] [790] HLS.S30.T10TFM.2021234T184919.v2.0: wrote 8 files
[799/840] [802] HLS.S30.T10TCM.2021237T185919.v2.0: wrote 8 files
[800/840] [803] HLS.S30.T10TFL.2021237T185919.v2.0: wrote 8 files
[801/840] [796] HLS.S30.T10TDM.2021235T190921.v2.0: wrote 8 files
[802/840] [806] HLS.S30.T10TCL.2021237T185919.v2.0: wrote 8 files
[803/840] [805] HLS.S30.T10TDL.2021237T185919.v2.0: wrote 8 files
[804/840] [804] HLS.S30.T10TEL.2021237T185919.v2.0: wrote 8 files
[805/840] [799] HLS.S30.T10TFM.2021237T185919.v2.0: wrote 8 files
[806/840] [801] HLS.S30.T10TDM.2021237T185919.v2.0: wrote 8 files
[807/840] [800] HLS.S30.T10TEM.2021237T185919.v2.0: wrote 8 files
[808/840] [809] HLS.L30.T10TEL.2021238T185726.v2.0: wrote 8 files
[809/840] [811] HLS.L30.T10TCL.2021238T185726.v2.0: wrote 8 files
[810/840] [810] HLS.L30.T10TCM.2021238T185726.v2.0: wrote 8 files
[811/840] [812] HLS.L30.T10TDL.2021238T185726.v2.0: wrote 8 files
[812/840] [807] HLS.L30.T10TDM.2021238T185702.v2.0: wrote 8 files
[813/840] [817] HLS.S30.T11TKF.2021239T184921.v2.0: wrote 8 files
[814/840] [808] HLS.L30.T10TEM.2021238T185702.v2.0: wrote 8 files
[815/840] [818] HLS.S30.T10TGL.2021239T184921.v2.0: wrote 8 files
[816/840] [813] HLS.S30.T10TGM.2021239T184921.v2.0: wrote 8 files
[817/840] [814] HLS.S30.T11TKG.2021239T184921.v2.0: wrote 8 files
[818/840] [819] HLS.S30.T10TEL.2021239T184921.v2.0: wrote 8 files
[819/840] [824] HLS.L30.T10TGL.2021240T184505.v2.0: wrote 8 files
[820/840] [816] HLS.S30.T10TEM.2021239T184921.v2.0: wrote 8 files
[821/840] [815] HLS.S30.T10TFM.2021239T184921.v2.0: wrote 8 files
[822/840] [821] HLS.L30.T10TGM.2021240T184441.v2.0: wrote 8 files
[823/840] [820] HLS.L30.T11TKG.2021240T184441.v2.0: wrote 8 files
[824/840] [825] HLS.L30.T10TFL.2021240T184505.v2.0: wrote 8 files
[825/840] [826] HLS.L30.T11TKF.2021240T184505.v2.0: wrote 8 files
[826/840] [827] HLS.L30.T10TEL.2021240T184505.v2.0: wrote 8 files
[827/840] [822] HLS.L30.T10TEM.2021240T184505.v2.0: wrote 8 files
[828/840] [829] HLS.S30.T10TCM.2021240T190909.v2.0: wrote 8 files
[829/840] [831] HLS.S30.T10TCL.2021240T190909.v2.0: wrote 8 files
[830/840] [830] HLS.S30.T10TDL.2021240T190909.v2.0: wrote 8 files
[831/840] [823] HLS.L30.T10TFM.2021240T184505.v2.0: wrote 8 files
[832/840] [835] HLS.S30.T10TCM.2021242T185921.v2.0: wrote 8 files
[833/840] [836] HLS.S30.T10TFL.2021242T185921.v2.0: wrote 8 files
[834/840] [828] HLS.S30.T10TDM.2021240T190909.v2.0: wrote 8 files
[835/840] [837] HLS.S30.T10TEL.2021242T185921.v2.0: wrote 8 files
[836/840] [838] HLS.S30.T10TDL.2021242T185921.v2.0: wrote 8 files
[837/840] [839] HLS.S30.T10TCL.2021242T185921.v2.0: wrote 8 files
[838/840] [832] HLS.S30.T10TFM.2021242T185921.v2.0: wrote 8 files
[839/840] [833] HLS.S30.T10TEM.2021242T185921.v2.0: wrote 8 files
[840/840] [834] HLS.S30.T10TDM.2021242T185921.v2.0: wrote 8 files
